geohash_6;viviendas_en_venta;precio_venta_medio;metros_cuadrados_promedio;renta_media_hogar;distancia_centro_Madrid_promedio;pois_comunitarios_g;pois_BigBusiness_G
ezjw6z;1;369683;105;41547;28805;0;0
ezjmyj;2;329630;109;32647;8739;0;0
ezjmc5;1;2250000;339;76706;9712;0;0
ezjw93;1;480000;210;40741;23932;0;0
ezm2mb;1;525000;390;33157;46437;0;0
ezjkwp;1;399000;231;27923;25135;0;0
ezhv3f;4;1193750;212;17927;67859;4;0
ezhv3c;1;54900;87;17927;67954;0;0
ezjuc7;2;155000;180;18836;54544;1;0
ezjuc5;4;175725;197;18836;54266;4;0
ezjucs;1;150000;100;18836;55877;0;0
ezhv66;1;115000;61;19231;65419;0;0
ezhv67;2;192500;100;19597;65620;0;0
ezjms0;6;173817;62;19631;8096;8;0
ezjmz0;5;289560;78;19674;13178;0;0
ezjmy8;6;375833;129;19674;11482;0;0
ezjmwr;5;379000;64;19674;10122;0;0
ezjmy0;3;312914;82;19674;9894;0;0
ezjmwq;5;414800;86;19674;10860;0;0
ezjmyb;3;331667;78;19674;11831;0;0
ezjmy3;1;254800;71;19674;9843;2;0
ezhv43;11;117536;151;19702;66993;7;0
ezhv6b;30;228940;133;20619;64046;11;0
ezhv70;3;160000;160;20619;63388;2;0
ezhv6c;2;92500;102;20619;63783;1;0
ezhv6d;4;199250;166;20619;64991;0;0
ezhv68;1;120000;75;20619;64938;1;0
ezhv6e;3;170333;132;20619;65043;0;0
ezjmvx;56;368377;102;20642;7262;16;0
ezhyqn;6;212333;197;20996;51296;2;0
ezhyqq;2;198000;155;20996;51108;0;0
ezhyqp;4;168700;169;20996;51390;2;0
ezhyqr;2;253500;216;20996;51126;0;0
ezjmst;4;195975;82;21080;6156;11;0
ezjmsm;3;207000;94;21128;5540;5;0
ezjmu2;14;179571;61;21258;4275;9;0
ezhvt7;23;269074;239;21358;53729;5;0
ezhvtd;3;224333;179;21358;52918;0;0
ezhvte;4;213000;165;21358;52916;1;0
ezhvt4;1;140000;90;21358;54619;0;0
ezhvtk;1;63000;60;21358;54094;0;0
ezhvt5;1;1445000;227;21389;54336;1;0
ezjmwp;3;440000;144;21438;9974;0;0
ezjmkp;17;152582;66;21522;8540;6;0
ezjmsv;1;194500;73;21586;6395;3;0
ezhvef;1;65000;49;21667;59454;0;0
ezjtre;2;99000;103;21722;45548;0;0
ezjtrt;2;380000;492;21722;45262;4;0
ezjm4d;1;730000;185;21725;16894;0;0
ezhvee;2;107500;81;21808;60158;0;0
ezju0p;16;152481;174;21953;56800;5;0
ezju0n;3;134667;111;21953;57139;3;0
ezjspy;1;179000;286;21953;56878;0;0
ezjmsq;3;138767;87;22061;4983;9;0
ezjeyq;5;144600;127;22180;55251;3;0
ezhyy8;1;218000;138;22214;51496;0;0
ezjmsw;14;229643;84;22306;5475;15;0
ezjm36;1;160000;90;22318;14746;0;0
ezhyy2;47;1077085;129;22330;52078;0;0
ezhyz1;3;253333;83;22330;49320;0;0
ezhyyb;5;823800;392;22330;50581;0;0
ezhyyv;1;95000;134;22330;51292;1;0
ezhywz;2;182500;58;22330;50120;0;0
ezhyzn;3;175000;219;22330;50937;1;0
ezjs0u;1;150000;250;22480;39612;0;0
ezjtn2;13;171492;134;22610;43406;12;0
ezjtn0;2;262000;200;22610;43038;0;0
ezjtn3;3;185000;134;22610;43214;0;0
ezjs4v;22;286672;278;22620;43560;9;0
ezju97;10;123500;188;22639;56928;4;0
ezju95;1;265000;236;22639;56563;2;0
ezju35;2;130000;175;22639;58933;0;0
ezju96;3;155967;131;22639;56972;0;0
ezjecr;4;319600;198;22709;43724;0;0
ezjs19;3;91067;213;22709;42852;0;0
ezjs12;2;227000;205;22709;43037;0;0
ezjs13;2;230800;297;22709;42737;0;0
ezjecx;4;206500;170;22709;43634;0;0
ezjs18;1;266000;220;22709;43585;0;0
ezjecq;2;268750;208;22709;43987;0;0
ezjs0s;2;193500;145;22740;39290;1;0
ezjtpj;2;93000;77;22760;44560;0;0
ezjtnv;4;138050;163;22760;44393;6;0
ezjtny;2;380800;232;22760;44073;1;0
ezjw70;42;162289;94;22829;28397;16;0
ezjmsr;17;194582;68;22839;4640;16;0
ezjm11;4;258850;143;22919;19981;3;0
ezjmu9;38;218999;74;22934;4152;36;0
ezjs5j;74;295335;242;22986;44039;1;0
ezjmeb;66;217156;75;23045;7940;2;0
ezjmtp;29;342897;148;23059;6415;15;0
ezjmu8;75;208377;75;23102;4806;25;0
ezjs0t;1;145000;270;23109;39286;1;0
ezm353;4;214750;222;23166;60954;3;0
ezm352;1;240000;90;23166;60367;1;0
ezjs61;1;229900;100;23168;39774;0;0
ezjs7q;2;225000;180;23245;40484;1;0
ezjs7r;3;285667;338;23245;40238;1;0
ezjm23;1;649500;180;23255;17387;0;0
ezjs64;8;255038;200;23311;39200;6;0
ezjme2;17;217765;80;23335;8023;5;0
ezjs4y;2;389000;291;23345;43036;7;0
ezjmex;32;273031;87;23410;3790;25;0
ezhvn5;2;257500;133;23440;52966;5;0
ezjj2k;18;236717;175;23453;43528;11;0
ezjj2e;2;982500;342;23453;42918;0;0
ezjj27;1;290000;150;23453;43729;0;0
ezhyrk;1;300000;164;23466;46362;0;0
ezhyre;2;269950;221;23466;45774;0;0
ezjs3d;2;399000;153;23507;38113;0;0
ezjmsx;13;187985;64;23513;4982;16;0
ezjmg4;18;310206;85;23527;3142;4;0
ezhvth;3;291300;229;23530;54576;0;0
ezjmew;10;243710;93;23618;4384;11;0
ezjrwx;2;287500;164;23625;36855;5;0
ezjs65;18;229119;200;23692;38841;10;0
ezm35w;1;425000;110;23729;64103;2;0
ezjmth;1;145000;51;23731;7568;0;0
ezjs3e;3;298333;166;23783;37650;0;0
ezjs37;2;232000;199;23783;37571;0;0
ezjmsn;12;421267;81;23800;4861;4;0
ezjmub;21;189767;67;23800;5296;21;0
ezjkfj;21;173099;90;23879;20667;26;0
ezhveg;29;196409;144;23882;59215;10;0
ezjrww;6;206305;91;24015;36327;2;0
ezjmep;38;226282;71;24040;4388;23;0
ezjms1;30;231750;81;24088;7567;15;0
ezjn9h;1;355000;155;24089;42112;1;0
ezjn9k;5;404980;294;24089;41106;3;0
ezjn97;1;560000;560;24089;40750;0;0
ezjn95;1;210000;140;24089;41453;0;0
ezjn8v;1;390000;310;24089;43084;5;0
ezjst3;5;204400;93;24155;45115;0;0
ezjsuw;9;338833;126;24185;38011;6;0
ezjsuq;3;380000;257;24185;37842;0;0
ezjsum;1;300000;563;24185;37761;0;0
ezjm26;7;480429;121;24255;17334;5;0
ezjm8b;30;220617;81;24273;13282;22;0
ezjmtw;34;237891;83;24287;8228;33;0
ezjm6n;15;196853;77;24300;10945;6;0
ezjmv1;12;207058;74;24329;5902;13;0
ezjmsj;12;239158;79;24339;5226;8;0
ezjmsz;8;221000;91;24347;5714;10;0
ezjmev;7;220857;80;24347;5172;13;0
ezjkfm;29;251843;115;24364;20434;20;0
ezjmfc;26;274931;89;24446;3982;15;0
ezhvxp;4;607250;165;24453;46705;4;0
ezhvwe;3;186667;182;24453;49062;0;0
ezhvz0;3;277333;208;24453;46627;1;0
ezhvxr;4;309975;307;24453;46482;3;0
ezhvwg;1;350000;130;24453;48472;0;0
ezhvz2;1;125000;92;24453;46470;1;0
ezjmv0;13;274915;80;24479;6201;17;0
ezjme8;41;197941;77;24482;8084;31;0
ezjsgg;1;160000;290;24515;36465;1;0
ezjsgs;6;453239;155;24515;35973;4;0
ezjsgt;3;166167;87;24515;35745;0;0
ezjm1t;17;329105;94;24527;16536;19;0
ezjmer;8;178363;62;24553;4029;12;0
ezjm38;1;239000;52;24579;15583;0;0
ezjn34;6;254500;132;24610;40346;5;0
ezjn36;1;370000;239;24610;39753;0;0
ezjw7p;1;425000;166;24628;29949;0;0
ezm2yh;1;169000;98;24640;58430;1;0
ezm2vd;1;530000;440;24640;57284;2;0
ezm2y2;4;267750;148;24640;56229;0;0
ezjsk4;6;285300;222;24655;44147;6;0
ezjkwz;13;486600;157;24685;25853;1;0
ezjm2h;16;245612;83;24686;16860;28;0
ezjm76;21;194695;67;24720;11869;21;0
ezjm7z;6;175450;70;24763;8524;0;0
ezjst8;6;465833;314;24801;45863;1;0
ezjscf;2;76000;163;24805;31170;1;0
ezjmg8;25;271016;73;24823;3275;16;0
ezjs67;4;319750;196;24847;39298;3;0
ezjmu3;14;242143;65;24892;3812;7;0
ezm3w7;1;145000;98;24920;72903;1;0
ezm3wk;1;239000;211;24920;72997;0;0
ezjmet;1;129000;80;24927;5165;5;0
ezjmtn;2;392000;62;24955;7150;1;0
ezhvju;2;450000;303;24970;53530;2;0
ezjrym;1;169000;50;24980;40224;4;0
ezm2jb;5;263700;115;24980;41268;0;0
ezhvs5;2;208000;153;24985;58639;2;0
ezjm6c;3;205000;63;24995;12666;13;0
ezjmfb;41;248448;80;25002;4383;21;0
ezjscg;15;233133;201;25008;30879;6;0
ezjs02;1;450000;50;25034;41118;1;0
ezjebr;6;203000;259;25034;41899;0;0
ezjebw;2;215800;231;25034;42560;0;0
ezjebq;7;268571;197;25034;42350;0;0
ezjs09;2;203250;202;25034;41140;0;0
ezjebn;2;182000;129;25034;41930;0;0
ezjs08;4;203750;276;25034;41599;0;0
ezjs03;1;295000;336;25034;40892;1;0
ezjebx;1;153000;130;25034;42104;0;0
ezjeb5;1;89900;85;25034;43471;0;0
ezjthz;6;138167;124;25056;36632;5;0
ezjthy;1;141000;72;25056;36765;0;0
ezjtkb;2;419000;380;25056;36500;0;0
ezjmud;36;257208;71;25078;3898;22;0
ezm3pg;1;420000;511;25153;63953;3;0
ezjw0t;5;177380;81;25244;19038;9;0
ezjmv3;3;236000;91;25244;6354;7;0
ezjkwr;6;304167;161;25302;25561;1;0
ezhvhv;1;299000;200;25316;57119;0;0
ezhvhu;4;300000;211;25316;57277;0;0
ezhvj1;5;212580;189;25316;57349;0;0
ezhvhf;1;390000;207;25316;57481;0;0
ezhvj5;1;315000;260;25316;56614;2;0
ezhvj4;7;238571;166;25316;56965;0;0
ezhvhg;3;279333;300;25316;57573;0;0
ezjm2d;5;209880;85;25340;16189;1;0
ezjm6q;10;206176;89;25341;10623;19;0
ezjw0w;1;190000;75;25382;19018;2;0
ezm2c4;2;126000;120;25393;57447;3;0
ezjt32;11;241491;91;25397;25015;0;0
ezhvsz;3;750000;357;25421;55098;0;0
ezhvu8;4;87375;63;25427;56494;0;0
ezhvu9;1;60000;42;25427;56678;0;0
ezhvu2;7;199571;150;25427;57159;0;0
ezhvu3;6;279833;193;25427;57457;0;0
ezhvtn;1;249950;240;25427;54629;0;0
ezjsnn;1;100000;141;25497;51053;0;0
ezjmec;8;181756;74;25513;7396;16;0
ezjmeu;14;262189;78;25525;5609;15;0
ezjmdt;41;265098;67;25628;6490;18;0
ezjscu;2;241250;165;25638;30436;2;0
ezjn4n;3;247000;149;25689;36123;1;0
ezjn4p;6;458333;200;25689;35989;6;0
ezjn4r;1;380000;250;25689;35598;0;0
ezjm0b;8;214250;90;25722;20437;6;0
ezjqj2;26;482600;97;25728;6623;15;6
ezjmen;12;256917;83;25776;4860;7;0
ezjkfk;14;201691;108;25782;20941;16;0
ezjmg1;30;294927;92;25812;3431;15;0
ezjn7k;1;275000;98;25813;32065;4;0
ezjm0d;1;950000;117;25824;20369;1;0
ezjjru;18;325594;151;25842;17877;8;0
ezjt29;1;120000;540;25873;22201;0;0
ezjm7x;1;346000;115;25939;8911;1;0
ezjm1u;2;224500;80;25971;16786;7;0
ezjtzt;3;120000;177;25972;44639;1;0
ezjtzw;3;106333;174;25972;44607;2;0
ezjtzv;2;66000;123;25972;44753;0;0
ezjmfg;19;286100;77;25989;3551;13;0
ezjmem;3;197967;97;26004;5045;5;0
ezjwq2;2;144950;78;26006;40267;0;0
ezjwnr;1;390000;425;26006;40429;2;0
ezjm7w;5;192000;89;26007;9250;4;0
ezjm7y;2;282000;81;26007;9245;6;0
ezjphs;14;230786;138;26007;35300;9;0
ezjm4k;1;270000;80;26023;15924;1;0
ezjmuc;5;268600;80;26063;5052;13;0
ezm2wg;2;485000;293;26074;53740;3;0
ezm2xh;1;209900;113;26074;54473;0;0
ezm2x5;1;345000;230;26074;54011;1;0
ezm2w6;1;380000;270;26074;52640;1;0
ezjry8;1;249000;95;26111;37381;2;0
ezjm6f;8;232313;84;26126;12232;1;0
ezjmff;13;296654;85;26146;3760;7;0
ezjsz2;2;88500;133;26181;48800;2;0
ezjsxr;2;112000;223;26181;49059;0;0
ezjmtx;16;217829;87;26192;8341;10;0
ezjmvg;25;575999;144;26213;8301;14;0
ezjrws;1;690000;500;26233;34897;0;0
ezjm1k;3;236000;81;26247;17572;14;0
ezhvnh;11;400855;177;26257;53301;5;0
ezjmtq;10;233050;75;26261;7599;9;0
ezjxb0;3;306000;170;26265;39620;0;0
ezjmuy;15;281167;71;26300;4295;12;0
ezjmg3;10;281450;74;26329;2834;14;0
ezjq5z;28;450357;81;26354;5962;16;0
ezhveu;2;204500;174;26371;58994;3;0
ezjmvr;18;239250;63;26391;6287;14;0
ezjmgh;38;398263;121;26406;2402;17;0
ezjm10;21;293233;128;26408;20262;5;0
ezhyrt;6;521333;177;26482;45865;2;0
ezjw0k;2;334950;143;26500;18111;1;3
ezjmuv;2;232000;116;26531;3864;5;0
ezjm2j;17;305336;111;26532;16720;11;0
ezjw6b;11;230855;88;26568;27381;3;0
ezjkfq;4;162475;81;26634;19928;3;0
ezjkmx;7;187571;91;26817;29066;7;0
ezjte0;3;390333;185;26838;28776;0;0
ezjhv5;30;303837;178;26841;32171;8;0
ezjhvh;18;226356;101;26845;31886;15;0
ezjmez;16;324365;79;26846;3934;17;0
ezjkt8;4;234151;124;26849;28698;0;0
ezm27w;5;193840;108;26857;49212;5;0
ezm27v;1;410000;254;26857;48945;0;0
ezm27m;1;315000;211;26857;49010;0;0
ezm27t;1;199000;100;26857;49048;2;0
ezm2kp;1;410000;250;26857;49757;0;0
ezm27y;1;365000;293;26857;49211;2;0
ezjmvu;3;204333;61;26885;7734;8;0
ezjkqd;2;187500;166;26886;32940;1;0
ezjkqf;1;280000;76;26886;33136;4;0
ezjwjw;2;165000;124;26905;37229;6;0
ezjwjx;2;330000;89;26905;37457;0;0
ezjmes;11;282436;106;26928;5497;8;0
ezjmg9;28;330643;84;26934;2652;22;0
ezhves;2;467500;258;26942;59884;1;0
ezjhv4;1;314500;196;26957;32799;1;0
ezjmtm;3;260000;97;26982;7948;0;0
ezjkbx;1;180000;45;26984;21503;0;0
ezjkmw;10;175500;109;26996;29669;20;0
ezjmv2;2;183400;59;27009;7013;7;0
ezjjrg;6;199133;79;27043;17908;16;0
ezjj68;1;189000;127;27060;36688;0;0
ezjj4x;1;280000;181;27060;36587;0;0
ezjj62;3;191333;143;27060;36999;4;0
ezjj4r;1;320000;100;27060;37007;2;0
ezjj60;1;390000;311;27060;37700;2;0
ezjkf5;23;241459;118;27062;21544;12;0
ezjsce;4;104000;55;27063;30574;4;0
ezjst2;13;219800;212;27097;45401;12;0
ezjmtt;16;325666;87;27104;8668;13;0
ezjq7q;1;1350000;141;27104;10571;0;0
ezjscs;1;399000;354;27108;30287;0;0
ezjm1v;7;245214;82;27114;16512;13;0
ezjx81;3;517000;357;27119;35367;2;0
ezjmv4;22;260773;71;27126;5512;12;0
ezjtuv;1;139000;145;27138;34268;1;0
ezjkwx;6;631067;179;27154;25842;16;0
ezjmdz;28;281836;83;27190;5007;21;0
ezjhug;3;324600;174;27193;32769;0;0
ezjhuu;1;375000;269;27193;32610;2;0
ezm2s8;1;36500;78;27231;50541;5;0
ezj7y0;13;527023;90;27232;43315;9;0
ezjmey;11;416726;97;27233;4464;2;0
ezjtsk;6;274333;228;27320;32871;3;0
ezjx6g;3;329767;236;27333;38230;3;0
ezjx6f;2;205000;107;27333;38052;1;0
ezjx6u;1;230000;100;27333;38876;0;0
ezjkfh;10;268650;151;27333;21089;12;0
ezjhvk;2;229900;80;27354;31538;0;0
ezjme9;19;270047;101;27355;7535;13;0
ezjw0v;8;241350;104;27370;19661;18;0
ezjt3b;9;244867;185;27394;26147;14;0
ezhyrs;21;274731;203;27407;46172;4;0
ezjsmr;1;300000;400;27425;45743;1;0
ezjm70;37;306467;114;27426;13093;13;0
ezjmvp;19;247147;66;27427;5427;11;0
ezjm6w;3;169666;59;27503;10270;11;0
ezm24j;5;589000;328;27521;44213;1;0
ezjw71;1;490000;125;27582;28456;6;0
ezjkfe;13;269885;118;27603;21311;2;0
ezjm1w;14;488214;135;27621;16257;21;0
ezjxch;2;224500;176;27643;43202;2;0
ezjtwh;5;250000;144;27648;39319;5;0
ezjttt;2;317495;123;27648;37172;0;0
ezjtwn;3;245500;160;27648;38804;0;0
ezjmkr;46;1337828;152;27707;8931;1;0
ezjmy5;6;297342;82;27709;8744;4;0
ezjm1z;11;189887;97;27711;15327;7;0
ezjkmt;6;284650;266;27758;30122;3;0
ezm2hw;1;499000;337;27761;44730;0;0
ezm2hn;4;347425;181;27761;44582;0;0
ezm2hq;1;340000;165;27761;44476;0;0
ezm2hr;1;255000;144;27761;45309;0;0
ezm2hx;1;1050000;428;27761;45047;0;0
ezjw5p;2;240500;83;27767;28532;4;0
ezjm1m;3;196000;80;27788;17073;17;0
ezm3n3;2;121500;99;27792;61739;3;0
ezjkfd;1;250000;124;27820;21660;0;0
ezjm6t;2;161950;50;27829;10666;18;0
ezjmuf;8;263938;82;27843;4560;11;0
ezjm25;4;192975;72;27857;17375;20;0
ezjt39;13;421485;164;27877;25064;7;0
ezjmvw;9;296322;83;27880;7144;15;0
ezjw0u;6;187000;65;27884;19456;12;0
ezjqjf;21;400057;116;27890;8434;16;0
ezj7wp;35;266394;143;27920;43730;21;0
ezjmef;8;217363;77;27981;6853;14;0
ezm2nn;1;390000;275;28052;45177;2;0
ezjnfh;18;334907;98;28067;40585;8;0
ezjtb9;10;309270;153;28124;18457;9;0
ezjqtk;17;317941;84;28138;15267;37;0
ezjmdn;6;285833;90;28146;7514;9;0
ezjmg2;42;297722;79;28148;3462;19;0
ezjmek;2;200000;92;28152;5675;4;0
ezjmdy;20;236670;73;28193;5506;19;0
ezjmgs;120;539295;89;28197;792;54;4
ezjme3;1;147500;58;28201;7774;3;0
ezjq5x;15;356693;74;28276;5881;10;0
ezj7tz;20;406720;152;28295;43797;11;0
ezjm6x;7;204100;74;28316;9330;14;0
ezjt31;1;155000;46;28320;23393;0;0
ezm2r8;6;187998;133;28338;47738;2;0
ezjt7p;16;388812;285;28366;28688;13;0
ezjm8c;39;264566;101;28374;12951;33;0
ezjjhz;1;225000;90;28379;29342;2;0
ezjmg0;29;281341;79;28386;3871;32;0
ezm2b8;8;389388;169;28416;56936;4;0
ezm2cw;1;480000;342;28419;59753;2;0
ezm2cx;1;290000;78;28419;60498;0;0
ezm2cy;1;155000;70;28419;59869;2;0
ezjmsh;7;311143;118;28433;5709;5;0
ezjmfu;5;320802;76;28479;3203;16;0
ezm2px;3;234333;220;28489;47151;2;0
ezjm29;2;472500;187;28491;16812;2;0
ezjm6m;22;279291;104;28501;11118;29;0
ezjqq8;12;291808;82;28505;12431;2;0
ezjmeg;11;227164;80;28506;6278;16;0
ezjw68;6;341417;85;28516;26959;0;0
ezjj8p;2;229900;142;28534;43066;7;0
ezjj8r;1;299000;102;28534;42808;1;0
ezjj8n;2;274500;226;28534;43100;5;0
ezjj8q;1;295000;293;28534;42735;3;0
ezhvxy;1;430000;168;28534;43947;1;0
ezhvxz;1;2500000;999;28534;44206;0;0
ezjkmy;1;200000;115;28556;29644;3;0
ezjqp2;2;270000;97;28613;13859;4;0
ezm24q;3;541600;275;28639;44810;1;0
ezjw7q;6;463000;145;28641;30223;7;0
ezjmdv;28;278025;98;28660;5867;11;0
ezjksk;21;310337;150;28668;25329;13;0
ezjhv7;7;343343;207;28672;31708;9;0
ezjjhy;1;242000;60;28681;28865;3;0
ezjqtm;23;378252;88;28683;15806;25;0
ezjqk4;13;310385;72;28706;7837;18;0
ezjmg5;24;276408;73;28718;2740;5;0
ezjmuz;25;287728;66;28721;4328;15;0
ezjm1s;23;287966;107;28740;17253;26;0
ezm2r3;1;129900;110;28742;48292;0;0
ezjw15;42;307805;125;28744;20243;12;0
ezhyrw;1;193000;150;28769;46210;0;0
ezjqnx;10;360900;109;28789;12209;6;0
ezjw0c;3;321667;142;28795;19650;1;0
ezjky3;4;196250;99;28801;24367;1;0
ezjw79;5;382200;158;28809;30313;9;0
ezjw7r;4;459950;148;28817;30125;0;0
ezjn10;2;314500;187;28822;39812;0;0
ezjpgb;1;570000;275;28837;46562;5;0
ezjt7r;2;402500;208;28838;29562;1;0
ezjxhh;2;137250;83;28851;39330;4;0
ezjjbm;2;471750;174;28853;41963;5;0
ezjjbq;5;505000;129;28853;41963;1;0
ezjn11;1;480000;260;28853;39895;0;0
ezjt38;20;274878;112;28858;25412;26;0
ezjnct;29;477879;185;28870;42301;28;0
ezjmgu;115;635951;97;28876;880;42;0
ezjx80;5;562200;252;28876;34973;6;0
ezm2b2;1;599000;380;28889;56847;2;0
ezjry2;1;349000;125;28898;37217;1;0
ezjj3z;5;149260;74;28912;37385;0;0
ezjjd0;3;326867;246;28912;36915;3;0
ezjjd1;2;402450;306;28912;36762;0;0
ezjj6p;4;207175;87;28912;37134;2;0
ezm0xw;6;214767;130;28936;56287;1;0
ezm0xv;1;173500;103;28936;55857;0;0
ezm0xy;1;99000;101;28936;56232;2;0
ezjqj0;53;308062;70;28943;5516;25;0
ezjqj8;14;346357;78;29081;7288;8;0
ezjkbz;13;211554;88;29144;21346;15;0
ezjm32;5;240780;73;29155;15824;11;0
ezjq5t;41;352388;81;29172;4780;18;0
ezjm74;26;232519;81;29201;12000;19;0
ezm2u1;1;76500;240;29219;56112;5;0
ezjt1z;12;264825;107;29245;26556;11;0
ezjt6z;3;409667;375;29274;28133;0;0
ezjt6w;7;712143;452;29274;27449;1;0
ezjqk5;7;318714;83;29302;8735;11;3
ezjmzr;5;267800;87;29310;13597;20;0
ezjmfe;17;304788;81;29321;4296;17;0
ezm24w;1;279900;158;29321;44426;1;0
ezm25b;16;348475;165;29330;40929;10;0
ezjm2m;1;400000;142;29350;16186;16;0
ezm3jn;5;856400;323;29358;64291;3;0
ezm3jr;1;345000;214;29358;64693;4;0
ezm3jj;1;130000;130;29358;63434;3;0
ezjm6j;10;266150;74;29414;11564;6;0
ezjmv5;24;324854;116;29437;5378;10;0
ezm82e;1;328000;114;29442;50643;0;0
ezm827;1;210000;88;29442;50389;0;0
ezm823;1;380000;220;29442;49289;6;0
ezjphu;20;322048;98;29458;34778;16;0
ezjm6k;5;228960;73;29463;11594;16;0
ezjq5y;38;397553;78;29476;5421;25;5
ezm2r2;10;302448;232;29489;47739;6;0
ezjncw;8;393875;103;29552;42110;4;0
ezm24m;13;277769;228;29564;44361;7;0
ezjw5x;1;190000;97;29567;29532;0;0
ezjtts;2;337000;153;29577;37507;0;0
ezjm77;31;390384;136;29600;11275;15;0
ezjw78;1;226000;63;29657;29854;1;0
ezjtge;2;275500;163;29678;29066;9;0
ezjq5w;57;410860;79;29702;5539;16;0
ezjmds;17;318941;75;29706;7006;13;0
ezjtg7;9;323814;138;29735;28701;3;0
ezjmug;12;323158;82;29748;4696;16;0
ezjtbd;25;252843;142;29753;18291;5;0
ezjw7d;35;276298;97;29756;30308;23;0
ezjmeq;10;245800;77;29773;4351;4;0
ezjk8b;1;389900;150;29777;29558;6;0
ezjw1w;4;251470;75;29788;22557;3;0
ezjxb1;9;210154;122;29790;39879;7;0
ezjmdk;9;598322;156;29814;7460;4;0
ezjm7u;4;598375;205;29854;10668;0;0
ezjmf2;11;295454;83;29889;5733;14;0
ezhyx0;3;347333;202;29917;48256;0;0
ezhyx1;4;274000;179;29917;48510;0;0
ezhyx2;4;835000;817;29917;47495;1;0
ezhyrq;3;344300;247;29917;47037;0;0
ezhyrr;4;209000;177;29917;47138;1;0
ezhyqz;1;320000;284;29917;48887;0;0
ezhyrn;3;351300;281;29917;47682;0;0
ezjmfs;3;291333;105;29944;4077;0;0
ezjt1r;4;170000;67;29944;24966;3;0
ezjpg8;3;403333;199;29949;46816;10;0
ezjqhb;48;392975;96;29959;4763;27;0
ezjx0n;16;699816;319;29998;29661;1;0
ezjx0p;1;675000;135;29998;30395;0;0
ezjx0q;2;1075000;487;29998;30074;1;0
ezjm9g;9;294036;65;30000;9109;9;0
ezjw76;27;425031;203;30004;29603;21;0
ezjky8;2;197600;224;30015;25378;8;0
ezjm9f;10;393380;141;30025;9487;7;0
ezjkgu;10;288298;101;30031;20081;3;0
ezjkdh;2;910000;147;30069;26028;3;0
ezjm6v;1;193000;55;30069;10602;8;0
ezjwej;9;233799;114;30089;31198;13;0
ezjkmm;6;168092;107;30093;29862;4;0
ezjqkb;6;394000;84;30121;7881;18;0
ezjtdr;6;233333;97;30128;24897;9;0
ezjmd4;7;277371;90;30133;9157;8;0
ezjmve;6;202043;75;30139;7406;9;0
ezjrwr;6;423167;233;30146;36722;5;0
ezjjq3;1;495000;336;30146;23332;3;0
ezjnv6;2;2045000;635;30147;29273;0;0
ezjmzw;6;308333;92;30171;14311;10;0
ezjx4q;3;418967;180;30174;35116;0;0
ezjmxr;1;328000;73;30193;14458;0;0
ezjm7g;2;269000;58;30228;10937;1;0
ezm2pr;1;850000;539;30232;47398;1;0
ezjx0j;12;365183;171;30239;29228;11;0
ezjwem;1;394600;165;30241;31456;0;0
ezjm24;2;254200;82;30244;18176;4;0
ezjwdg;3;275000;230;30260;29785;0;0
ezjwdf;2;162500;78;30260;29604;0;0
ezjweh;6;360508;119;30260;30803;0;0
ezjmf6;1;350000;100;30266;5561;6;0
ezjm90;3;286333;85;30277;12372;18;0
ezjm9y;11;396409;96;30282;8167;6;0
ezjt8s;23;263356;95;30315;18999;4;0
ezjjhw;38;328174;165;30337;29904;17;0
ezjmue;19;327337;78;30367;3691;6;0
ezjkmq;2;283000;323;30429;29592;8;0
ezm2mx;5;557400;146;30431;50423;10;0
ezm2my;4;1208500;342;30431;50040;0;0
ezm2tb;4;396750;264;30431;51123;4;0
ezm2mz;2;347000;240;30431;50788;8;0
ezjqjc;14;282207;84;30479;8111;12;0
ezjm9u;1;450000;92;30498;8436;0;0
ezjw74;7;196556;68;30499;28824;6;0
ezjrwq;2;439500;370;30530;36193;0;0
ezjkgv;14;231207;88;30539;19677;21;0
ezjm2k;7;245814;94;30539;16401;17;0
ezjm27;12;224067;88;30551;16928;10;0
ezjm1r;5;273980;119;30616;16124;12;0
ezjwhb;5;307680;143;30633;34223;6;0
ezjqm0;9;360667;82;30643;8353;10;0
ezjmdm;10;346700;102;30644;7212;6;0
ezjm0z;14;986571;216;30649;17135;6;0
ezjpht;2;634950;133;30662;36011;4;0
ezjjd8;10;270570;167;30690;34773;3;0
ezjjdb;1;163200;160;30690;34155;0;0
ezjms4;12;209017;75;30719;6928;13;0
ezjkby;1;469000;233;30731;21637;4;0
ezjmdw;11;301223;81;30783;5807;20;0
ezjqk1;4;345000;65;30796;7624;7;0
ezjmwk;27;1299861;142;30831;11202;0;0
ezjkmr;1;219900;162;30862;29098;2;0
ezjmyz;3;569667;165;30890;11969;18;0
ezjw11;6;425358;143;30941;19964;1;0
ezjjrc;3;320000;107;30946;19025;1;0
ezjw72;19;345979;139;30969;29334;24;0
ezjq78;22;392500;71;30969;6655;21;0
ezjqn7;5;276600;71;30991;10851;2;0
ezjksq;3;391133;183;30992;24102;0;0
ezjqkc;3;421667;112;30997;8197;1;0
ezjm0x;6;366500;120;30999;17652;6;0
ezjmzq;5;258800;87;31007;13481;12;0
ezjm6s;5;244780;95;31022;11578;2;0
ezjx4t;3;334967;296;31066;35068;0;0
ezjx4d;2;330450;186;31066;34194;1;0
